taxonNameID,scientificName,acceptedTaxonNameID,acceptedTaxonName,higherTaxonNameID,higherTaxonName,basionymID,basionym,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalCode,namePublicationID,namePublishedIn,taxonomicStatus,nomenclaturalStatus,taxonRemarks,taxonConceptID,taxonAccordingTo
,"Corticium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 221","","","",,""
,"subochraceum",,"",,"",,"Corticium subochraceum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 221","","","",,""
,"Eriosphaeria",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"raripila",,"",,"",,"Eriosphaeria raripila","","","","","","","","","","Species","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Eriosphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. I: 575","","","",,""
,"raripila",,"",,"",,"Eriosphaeria raripila","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. I: 575","","","",,""
,"Eriosphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 137","","","",,""
,"raripila",,"",,"",,"Eriosphaeria raripila","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 137","","","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","Möller","",,"Bot. Mitt. Trop.,  8: 169 (1895)","","","",,""
,"sucina",,"",,"",,"Exidia sucina","","","","","","","","","","Species","Möller","ICBN",,"Bot. Mitt. Trop.,  8: 169 (1895)","","Assumed Valid","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: xii","","","",,""
,"sucina",,"",,"",,"Exidia sucina","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: xii","","","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 242","","","",,""
,"sucina",,"",,"",,"Exidia sucina","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 242","","","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 249","","","",,""
,"sucina",,"",,"",,"Exidia sucina","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 249","","","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","Went","",,"Index Fungorum","","","",,""
,"sacchari",,"",,"",,"Hypocrea sacchari","","","","","","","","","","Species","Went","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 362","","","",,""
,"sacchari",,"",,"",,"Hypocrea sacchari","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 362","","","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 328","","","",,""
,"sacchari",,"",,"",,"Hypocrea sacchari","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 328","","","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 943","","","",,""
,"sacchari",,"",,"",,"Hypocrea sacchari","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 943","","","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","Cooke & Massee","",,"Grevillea,  16(no. 79): 73 (1888)","","","",,""
,"gracilentus",,"",,"",,"Lentinus gracilentus","","","","","","","","","","Species","Cooke & Massee","ICBN",,"Grevillea,  16(no. 79): 73 (1888)","","Assumed Valid","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 71","","","",,""
,"gracilentus",,"",,"",,"Lentinus gracilentus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 71","","","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 363","","","",,""
,"gracilentus",,"",,"",,"Lentinus gracilentus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 363","","","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 1063","","","",,""
,"gracilentus",,"",,"",,"Lentinus gracilentus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 1063","","","",,""
,"Lisea",,"",,"",,"","","","","","","","","","","Genus","Hazsl.","",,"Index Fungorum","","","",,""
,"inaequalis",,"",,"",,"Lisea inaequalis","","","","","","","","","","Species","Hazsl.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Lisea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 640","","","",,""
,"inaequalis",,"",,"",,"Lisea inaequalis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 640","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","J.V. Almeida & Sousa da Câmara","",,"Index Fungorum","","","",,""
,"moelleri",,"",,"",,"Phoma molleri","","","","","","","","","","Species","J.V. Almeida & Sousa da Câmara","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 246","","","",,""
,"moelleri",,"",,"",,"Phoma molleri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 246","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 356","","","",,""
,"moelleri",,"",,"",,"Phoma molleri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 356","","","",,""
,"Peronospora",,"",,"",,"","","","","","","","","","","Genus","Unger","",,"Index Fungorum","","","",,""
,"trifurcata",,"",,"",,"Peronospora trifurcata","","","","","","","","","","Species","Unger","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Peronospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 237","","","",,""
,"trifurcata",,"",,"",,"Peronospora trifurcata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 237","","","",,""
,"Peronospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 241","","","",,""
,"trifurcata",,"",,"",,"Peronospora trifurcata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 241","","","",,""
,"Phialea",,"",,"",,"","","","","","","","","","","Genus","Quél.","",,"Index Fungorum","","","",,""
,"incarnata",,"",,"",,"Phialea incarnata","","","","","","","","","","Species","Quél.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phialea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VIII: 306","","","",,""
,"incarnata",,"",,"",,"Phialea incarnata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VIII: 306","","","",,""
,"Phialea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 280","","","",,""
,"incarnata",,"",,"",,"Phialea incarnata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 280","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","Cooke","",,"Index Fungorum","","","",,""
,"labiatarum",,"",,"",,"Phoma labiatarum","","","","","","","","","","Species","Cooke","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 301","","","",,""
,"labiatarum",,"",,"",,"Phoma labiatarum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 301","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 174","","","",,""
,"labiatarum",,"",,"",,"Phoma labiatarum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 174","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 530","","","",,""
,"labiatarum",,"",,"",,"Phoma labiatarum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 530","","","",,""
,"Sphaeropsis",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"dimidiata",,"",,"",,"Sphaeropsis dimidiata","","","","","","","","","","Species","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Sphaeropsis",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 693","","","",,""
,"dimidiata",,"",,"",,"Sphaeropsis dimidiata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 693","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","Bond.-Mont.","",,"Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 3: 736 (1936)","","","",,""
,"cephaelidis",,"",,"",,"Phyllosticta cephaelidis","","","","","","","","","","Species","Bond.-Mont.","ICBN",,"Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 3: 736 (1936)","","Assumed Valid","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 965","","","",,""
,"cephaelidis",,"",,"",,"Phyllosticta cephaelidis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 965","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Michelia,  1(no. 2): 141 (1878)","","","",,""
,"scrophulariae",,"",,"",,"Phyllosticta scrophulariae","","","","","","","","","","Species","Sacc.","ICBN",,"Michelia,  1(no. 2): 141 (1878)","","Assumed Valid","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 46","","","",,""
,"scrophulariae",,"",,"",,"Phyllosticta scrophulariae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 46","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 562","","","",,""
,"scrophulariae",,"",,"",,"Phyllosticta scrophulariae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 562","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","Syd.{?}","",,"Index Fungorum","","","",,""
,"capensis",,"",,"",,"Puccinia capensis","","","","","","","","","","Species","Syd.{?}","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 687","","","",,""
,"capensis",,"",,"",,"Puccinia capensis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 687","","","",,""
,"Pyrenophora",,"",,"",,"","","","","","","","","","","Genus","Moesz","",,"Index Fungorum","","","",,""
,"hungarica",,"",,"",,"Pyrenophora hungarica","","","","","","","","","","Species","Moesz","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Pyrenophora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 1338","","","",,""
,"hungarica",,"",,"",,"Pyrenophora hungarica","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 1338","","","",,""
,"Pyrenophora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 432","","","",,""
,"hungarica",,"",,"",,"Pyrenophora hungarica","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 432","","","",,""
,"Rhopographus",,"",,"",,"","","","","","","","","","","Genus","Rehm","",,"Index Fungorum","","","",,""
,"taquarae",,"",,"",,"Rhopographus taquarae","","","","","","","","","","Species","Rehm","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Rhopographus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 440","","","",,""
,"taquarae",,"",,"",,"Rhopographus taquarae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 440","","","",,""
,"Rhopographus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 622","","","",,""
,"taquarae",,"",,"",,"Rhopographus taquarae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 622","","","",,""
,"Schizothyrium",,"",,"",,"","","","","","","","","","","Genus","Bubák","",,"Index Fungorum","","","",,""
,"acuum",,"",,"",,"Schizothyrium acuum","","","","","","","","","","Species","Bubák","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Schizothyrium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 557","","","",,""
,"acuum",,"",,"",,"Schizothyrium acuum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 557","","","",,""
,"Sirococcus",,"",,"",,"","","","","","","","","","","Genus","P. Karst.","",,"Index Fungorum","","","",,""
,"difformis",,"",,"",,"Sirococcus difformis","","","","","","","","","","Species","P. Karst.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Sirococcus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 502","","","",,""
,"difformis",,"",,"",,"Sirococcus difformis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 502","","","",,""
,"Sirococcus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 707","","","",,""
,"difformis",,"",,"",,"Sirococcus difformis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 707","","","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"","","","",,""
,"nigrella",,"",,"",,"","","","","","","","","","","Species","","ICBN",,"","","Sanctioning Usage","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","Fr.","",,"Observationes mycologicae,  1: 179 (1815)","","","",,""
,"nigrella",,"",,"",,"Sphaeria nigrella","","","","","","","","","","Species","Fr.","ICBN",,"Observationes mycologicae,  1: 179 (1815)","","Sanctioned","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: xliv","","","",,""
,"nigrella",,"",,"",,"Sphaeria nigrella","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: xliv","","","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 663","","","",,""
,"nigrella",,"",,"",,"Sphaeria nigrella","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 663","","","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 369","","","",,""
,"nigrella",,"",,"",,"Sphaeria nigrella","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 369","","","",,""
,"Ulocolla",,"",,"",,"","","","","","","","","","","Genus","Holterm.","",,"Mykol. Unters. Tropen, : 77 (1898)","","","",,""
,"papillosa",,"",,"",,"Ulocolla papillosa","","","","","","","","","","Species","Holterm.","ICBN",,"Mykol. Unters. Tropen, : 77 (1898)","","Assumed Valid","",,""
,"Ulocolla",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 218","","","",,""
,"papillosa",,"",,"",,"Ulocolla papillosa","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 218","","","",,""
,"Ulocolla",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 1057","","","",,""
,"papillosa",,"",,"",,"Ulocolla papillosa","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 1057","","","",,""
,"Uredo",,"",,"",,"","","","","","","","","","","Genus","Henn.","",,"Die Pflanzenwelt Ost. Afrikas & der Nachbargebiete, Teil C: 52 (1895)","","","",,""
,"periplocae",,"",,"",,"Uredo periplocae","","","","","","","","","","Species","Henn.","ICBN",,"Die Pflanzenwelt Ost. Afrikas & der Nachbargebiete, Teil C: 52 (1895)","","Assumed Valid","",,""
,"Uredo",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: xix","","","",,""
,"periplocae",,"",,"",,"Uredo periplocae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: xix","","","",,""
,"Uredo",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 399","","","",,""
,"periplocae",,"",,"",,"Uredo periplocae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 399","","","",,""
,"Uredo",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 815","","","",,""
,"periplocae",,"",,"",,"Uredo periplocae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 815","","","",,""
,"Venturia",,"",,"",,"","","","","","","","","","","Genus","Dearn.","",,"Mycologia,  18(5): 246 (1926)","","","",,""
,"lanea",,"",,"",,"Venturia lanea","","","","","","","","","","Species","Dearn.","ICBN",,"Mycologia,  18(5): 246 (1926)","","Assumed Valid","",,""
,"Venturia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 364","","","",,""
,"lanea",,"",,"",,"Venturia lanea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 364","","","",,""
,"Vermicularia",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"merrilliana",,"",,"",,"Vermicularia merrilliana","","","","","","","","","","Species","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Vermicularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 196","","","",,""
,"merrilliana",,"",,"",,"Vermicularia merrilliana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 196","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","Hedw.","",,"Index Fungorum","","","",,""
,"ferrugineum",,"",,"",,"Lycoperdon ferrugineum","","","","","","","","","","Species","Hedw.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 447","","","",,""
,"ferrugineum",,"",,"",,"Lycoperdon ferrugineum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 447","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 201","","","",,""
,"ferrugineum",,"",,"",,"Lycoperdon ferrugineum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 201","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","Berk. & Broome","",,"J. Linn. Soc., Bot. 14: 95 (1875)","","","",,""
,"miliare",,"",,"",,"Aecidium miliare","","","","","","","","","","Species","Berk. & Broome","ICBN",,"J. Linn. Soc., Bot. 14: 95 (1875)","","Assumed Valid","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 807","","","",,""
,"miliare",,"",,"",,"Aecidium miliare","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 807","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 11","","","",,""
,"miliare",,"",,"",,"Aecidium miliare","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 11","","","",,""
,"Coprinus",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"Index Fungorum","","","",,""
,"platysporus",,"",,"",,"Coprinus platysporus","","","","","","","","","","Species","Speg.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Coprinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 132","","","",,""
,"platysporus",,"",,"",,"Coprinus platysporus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 132","","","",,""
,"Geoglossum",,"",,"",,"","","","","","","","","","","Genus","","",,"","","","",,""
,"viscosum",,"",,"",,"","","","","","","","","","","Species","","ICBN",,"","","Sanctioning Usage","",,""
,"Geoglossum",,"",,"",,"","","","","","","","","","","Genus","Pers.","",,"Comment. Fungis Clavaeform: 39 (1797)","","","",,""
,"viscosum",,"",,"",,"Geoglossum viscosum","","","","","","","","","","Species","Pers.","ICBN",,"Comment. Fungis Clavaeform: 39 (1797)","","Sanctioned","",,""
,"Geoglossum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VIII: 43","","","",,""
,"viscosum",,"",,"",,"Geoglossum viscosum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VIII: 43","","","",,""
,"Geoglossum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 956","","","",,""
,"viscosum",,"",,"",,"Geoglossum viscosum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 956","","","",,""
,"Geoglossum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 759","","","",,""
,"viscosum",,"",,"",,"Geoglossum viscosum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 759","","","",,""
,"Hypholoma",,"",,"",,"","","","","","","","","","","Genus","G.F. Atk.","",,"Index Fungorum","","","",,""
,"rugocephalum",,"",,"",,"Hypholoma rugocephalum","","","","","","","","","","Species","G.F. Atk.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hypholoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 934","","","",,""
,"rugocephalum",,"",,"",,"Hypholoma rugocephalum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 934","","","",,""
,"Hypholoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 212","","","",,""
,"rugocephalum",,"",,"",,"Hypholoma rugocephalum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 212","","","",,""
,"Hysterographium",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"An. Mus. nac. Hist. nat. B. Aires,  23: 85 (1912)","","","",,""
,"andicola",,"",,"",,"Hysterographium andicola","","","","","","","","","","Species","Speg.","ICBN",,"An. Mus. nac. Hist. nat. B. Aires,  23: 85 (1912)","","Assumed Valid","",,""
,"Hysterographium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 1120","","","",,""
,"andicola",,"",,"",,"Hysterographium andicola","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 1120","","","",,""
,"Licea",,"",,"",,"","","","","","","","","","","Genus","Schwein.","",,"Index Fungorum","","","",,""
,"macrospora",,"",,"",,"Licea macrospora","","","","","","","","","","Species","Schwein.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Licea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 365","","","",,""
,"macrospora",,"",,"",,"Licea macrospora","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 365","","","",,""
,"Licea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 195","","","",,""
,"macrospora",,"",,"",,"Licea macrospora","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 195","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","Berk.","",,"Flora Novae-Zealandiae, : 190 (1855)","","","",,""
,"reticulatum",,"",,"",,"Lycoperdon reticulatum","","","","","","","","","","Species","Berk.","ICBN",,"Flora Novae-Zealandiae, : 190 (1855)","","Assumed Valid","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 111, 486","","","",,""
,"reticulatum",,"",,"",,"Lycoperdon reticulatum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 111, 486","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 991","","","",,""
,"reticulatum",,"",,"",,"Lycoperdon reticulatum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 991","","","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","H.S. Yates","",,"Philipp. J. Sci., C, Bot. 13: 371 (1918)","","","",,""
,"wrightiae",,"",,"",,"Meliola wrightiae","","","","","","","","","","Species","H.S. Yates","ICBN",,"Philipp. J. Sci., C, Bot. 13: 371 (1918)","","Assumed Valid","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 268","","","",,""
,"wrightiae",,"",,"",,"Meliola wrightiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 268","","","",,""
,"Penicillium",,"",,"",,"","","","","","","","","","","Genus","Sopp","",,"Index Fungorum","","","",,""
,"limonis",,"",,"",,"Penicillium limonis","","","","","","","","","","Species","Sopp","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Penicillium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 664","","","",,""
,"limonis",,"",,"",,"Penicillium limonis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 664","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","Gonz. Frag.","",,"Index Fungorum","","","",,""
,"sambuci-pubescentis",,"",,"",,"Phoma sambuci-pubescentis","","","","","","","","","","Species","Gonz. Frag.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 85","","","",,""
,"sambuci-pubescentis",,"",,"",,"Phoma sambuci-pubescentis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 85","","","",,""
,"Polyporites",,"",,"",,"","","","","","","","","","","Genus","Fr.","",,"Index Fungorum","","","",,""
,"nigricans",,"",,"",,"Polyporites nigricans","","","","","","","","","","Species","Fr.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Polyporites",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 746","","","",,""
,"nigricans",,"",,"",,"Polyporites nigricans","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 746","","","",,""
,"Polyporites",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 1046","","","",,""
,"nigricans",,"",,"",,"Polyporites nigricans","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 1046","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","Ellis & Barthol.","",,"Erythrea,  4: 79 (1896)","","","",,""
,"tecta",,"",,"",,"Puccinia tecta","","","","","","","","","","Species","Ellis & Barthol.","ICBN",,"Erythrea,  4: 79 (1896)","","Assumed Valid","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 344","","","",,""
,"tecta",,"",,"",,"Puccinia tecta","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 344","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 631","","","",,""
,"tecta",,"",,"",,"Puccinia tecta","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 631","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","Berk. & Broome","",,"J. Linn. Soc., Bot. 14: 93 (1875)","","","",,""
,"macrocystis",,"",,"",,"Ravenelia macrocystis","","","","","","","","","","Species","Berk. & Broome","ICBN",,"J. Linn. Soc., Bot. 14: 93 (1875)","","Assumed Valid","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 773","","","",,""
